mouse_id,genotype,condition,panel,n_regions,n_sections,morph_scope,morph_compartment_area_mm2,morph_measured_area_mm2,morph_tissue_area_mm2,morph_tissue_fraction,morph_airspace_fraction,morph_finepass_coverage_of_compartment,morph_mli_dir000_um,morph_mli_dir045_um,morph_mli_dir090_um,morph_mli_dir135_um,morph_mli_direct_um,morph_mli_anisotropy_ratio,morph_mli_n_orientations,morph_mli_indirect_um,morph_chord_n_total,morph_chord_truncated_fraction,morph_chord_truncated_length_fraction,morph_wall_thickness_edmmean_um,morph_wall_thickness_2a_over_b_um,morph_wall_thickness_edmmedian_um,morph_wall_dist_p90_um,morph_wall_estimator_ratio,morph_airspace_width_edmmean_um,morph_airspace_width_edmmedian_um,morph_airspace_dist_p90_um,morph_boundary_length_density_per_um,morph_surface_density_per_um,morph_surface_density_mm2_per_mm3,morph_perimeter_total_mm,morph_airspace_component_count,morph_mean_airspace_component_area_um2,morph_mean_airspace_component_eqdiam_um,morph_confluent_airspace_fraction,morph_airspace_component_density_per_mm2,morph_connectivity_interpretable,morph_lowairspace_fraction_of_compartment,morph_n_slide_rows
m4-2,IFNg_KO_het,naive,LEFT@intact_core,1,1,intact_core,3.794565434616697,3.794565434616697,0.6814181456800598,0.17957738703454257,0.8204226129654575,1.0,22.322307540689533,22.898438973395493,22.191789685100247,22.813135776073388,22.556417993814666,1.0318428255820078,4,30.299326762854363,425096.0,0.03072036555251283,0.08451990742276327,5.002453388912513,3.45523190022186,3.6072389491036656,2.3557064144595685,1.447790925000231,16.96424098357041,13.090814056939502,8.02604136969812,0.10394520091286025,0.1323471402876952,132.3471402876952,394.42686647822745,936.0,22.83617275107877,5.392209027576459,0.0,246.66856221825802,true,0.0,1.0
m4-2,IFNg_KO_het,naive,LEFT@intact_edge,1,1,intact_edge,50.5208773630083,50.5208773630083,9.182795943488394,0.18176240047272205,0.8182375995272779,1.0,18.081948858194004,18.898776016563364,17.837291787287068,18.870562789618177,18.42214486291565,1.0595092709103313,4,29.664376373048725,3992466.0,0.5456256608684934,0.4907038440000726,4.683644309077121,3.4220299076000638,3.579219232712852,2.3263539089782297,1.3686742768305764,12.276427334129968,9.365838355699713,6.413128457615885,0.1062307492222916,0.13525719077666581,135.25719077666582,5366.870653639884,33722.0,1156.4517202414916,38.37238670956594,0.9237768533423343,667.4864285846994,false,0.0,1.0
m6,IFNg_KO_hom,naive,LEFT@damaged_core,1,1,damaged_core,0.0,0.0,0.0,,,,,,,,,,0,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,false,,1.0
m6,IFNg_KO_hom,naive,LEFT@damaged_edge,1,1,damaged_edge,0.08997009338409123,0.08997009338409123,0.019112265201988395,0.21242909152484973,0.7875709084751504,1.0,7.4747316567517075,7.895763228665809,7.266676545253516,7.817582938911511,7.6136885923956354,1.0865714442489123,4,23.250993182061475,2428.0,0.9362947025949151,0.9274071691345279,3.6359732657763026,3.106806491831971,3.30269989615784,1.4802603036876354,1.1703249865530896,5.655518509982217,3.7404808681822432,2.495365048306225,0.13675077098193394,0.17411648938722007,174.11648938722007,12.303479635591069,917.0,57.28480233771811,8.540332291469694,0.0,10192.275738619457,true,0.0,1.0
m6,IFNg_KO_hom,naive,LEFT@intact_core,1,1,intact_core,5.903701784314486,5.903701784314486,1.2945036588394199,0.21926982529483108,0.7807301747051688,1.0,19.26820407489137,19.707313628981264,19.10011582848551,19.736940889464623,19.453143605455693,1.0333414240362546,4,26.44875598749438,767614.0,0.016095189387967508,0.04795491897456811,5.210139989086318,3.682454908500703,3.6861278200151313,2.3900165355918532,1.4148550677590253,13.569905792350763,9.974820584320433,6.931832524271844,0.11908893971174568,0.1516287473815763,151.62874738157632,703.0655858683533,2406.0,24.077705440981333,5.536848084780946,0.0,407.54091041530734,true,0.0,1.0
m6,IFNg_KO_hom,naive,LEFT@intact_edge,1,1,intact_edge,44.3869523857087,44.3869523857087,9.514358323446286,0.2143503397297813,0.7856496602702187,1.0,16.46936682994584,17.17292626834414,16.32905893722171,17.14257593107735,16.77848199164726,1.0516788710461968,4,26.612112240471443,4329704.0,0.45008389016675154,0.4044467139562317,4.922456599589589,3.6205382478938546,3.653453658384832,2.3727972246798186,1.3595924866842903,11.444544847687569,9.144085332055928,6.171860453883329,0.11840799629970683,0.15076174330164155,150.76174330164156,5255.7700938422595,35539.0,947.9602927199396,34.74162534381124,0.9173767026789063,800.6632149731125,false,0.0,1.0
m2,IFNg_KO_hom,PR8,LEFT@damaged,,1,damaged,3.283599900452099,3.283599900452099,0.39024556570911345,0.11884686854064738,0.8811531314593527,1.0,18.904555370352604,20.215053234550883,17.928940115435747,19.998738862983895,19.26182189583078,1.127509663393149,4,35.92799120751002,167570.0,0.7266840645897896,0.6901923853315671,3.8374701640197477,2.703752580317784,3.330871894788115,2.0777932960893852,1.4193126220035683,15.92106527062888,9.560649442098962,8.172928358359876,0.08791253268202431,0.11193371308857575,111.93371308857574,288.6695835631869,4431.0,191.7969136003222,15.627009149356878,0.534903106681247,1349.4335894546477,true,0.0,2.0
m2,IFNg_KO_hom,PR8,LEFT@intact,,1,intact,66.91280222047548,66.91280222047548,13.498187744196342,0.20172802955883176,0.7982719704411684,1.0,16.93737143035789,17.776474675641282,16.735907731340824,17.684078458140775,17.283458073870193,1.0621757099169362,4,27.53402467050252,6438128.0,0.433400242054208,0.40109829172860284,4.889233378002193,3.5230910529415147,3.6317233733191276,2.374373294414032,1.3877681003788003,12.75355474645299,9.343553731020009,6.477150735959201,0.11451763609141132,0.1458083828411756,145.8083828411756,7662.6959345409905,50960.0,936.8553573431634,34.53753449026591,0.9155860028426263,761.5881910323898,false,0.0,2.0
m2,IFNg_KO_hom,PR8,LEFT@parenchyma,,1,parenchyma,70.19640212092759,70.19640212092759,13.888433309905457,0.19785107057167695,0.802148929428323,1.0,16.987760222883217,17.838383226419538,16.766260205952168,17.742205768687217,17.333652355985535,1.0639452690879005,4,27.838261501375055,6605698.0,0.44841482571082253,0.4164850242608652,4.85968030162029,3.493345458282199,3.6214243201920207,2.369498120661128,1.3911250289028,12.916315550988962,9.354052483767308,6.517352052956919,0.11327312052840448,0.14422381641231694,144.22381641231692,7951.365518104178,55391.0,877.2544480939257,33.42087751852136,0.9089280311521694,789.0860261552683,false,0.0,4.0
m4-1,IFNg_KO_het,PR8,LEFT@damaged,,1,damaged,3.922630561191361,3.922630561191361,0.7280638036969498,0.1856060091154304,0.8143939908845695,1.0,16.445431124021937,17.486511940788883,16.169325748254625,17.31888968425386,16.855039624329827,1.0814620357732876,4,27.267156380057838,376225.0,0.5063363722726962,0.4403531421985338,5.03564190517076,3.2050089606894927,3.5263052834135786,2.3413436123348017,1.5711787289628805,11.816557376317537,9.005914376815845,6.269288552949428,0.11582245877746379,0.14746973468392516,147.46973468392517,454.3287164728061,5649.0,90.90277456786242,10.758299461622562,0.030855040645582386,1440.1050294892707,true,0.0,2.0
m4-1,IFNg_KO_het,PR8,LEFT@intact,,1,intact,54.551112491056315,54.551112491056315,12.159805478091185,0.22290664521433529,0.7770933547856647,1.0,15.742493164866012,16.464045351301515,15.518999209290842,16.45191099142388,16.044362179220563,1.0608960751441303,4,26.785761171392252,5211578.0,0.4690011992252414,0.4331948046759894,5.375029063898002,3.7882831289595735,3.723224172386945,2.4376634438833817,1.4188562155791713,12.099668770111583,9.121798986657765,6.340229033260937,0.1176821465694171,0.1498375627215013,149.8375627215013,6419.692015697249,53440.0,719.4637279490103,30.266312451755017,0.8676716815044712,979.6317171123048,true,0.0,2.0
m4-1,IFNg_KO_het,PR8,LEFT@parenchyma,,1,parenchyma,58.47374305224767,58.47374305224767,12.887869281788133,0.22040438338747217,0.7795956166125279,1.0,15.790131463928306,16.532015186940306,15.563353858966863,16.51018993962836,16.09892261236596,1.0622398833022322,4,26.817522384290292,5587803.0,0.47169137898138735,0.43370574704201964,5.355856344163947,3.749732444498919,3.7107554424858065,2.433402075501883,1.4283302671424751,12.079828890506853,9.113502296313824,6.335633651241701,0.11755739197382925,0.14967872023701143,149.67872023701142,6874.0207321700545,59089.0,659.3723264081125,28.97479802667881,0.8566425410971801,1010.5219354130038,true,0.0,4.0
m4-2,IFNg_KO_het,naive,LEFT@damaged,,1,damaged,0.5116968125461809,0.5116968125461809,0.09976236796247147,0.19496382528954656,0.8050361747104535,1.0,12.250446264238565,11.828223407627428,10.50374108830667,13.107447203639786,11.922464490953113,1.2478836914812859,4,27.697117350867778,23716.0,0.8388836804847892,0.8079402880983454,4.513240327089083,3.409572807488969,3.536877310332688,2.306320106139187,1.3236967156636044,9.812914343580246,5.938944047508583,4.989558527202784,0.11436261156313632,0.14561099948137193,145.61099948137192,58.518983811313866,1994.0,102.09872338984702,11.401584630520889,0.0,3896.838813745865,true,0.0,2.0
m4-2,IFNg_KO_het,naive,LEFT@intact,,1,intact,54.315442797625,54.315442797625,9.864214089168454,0.18160975186967962,0.8183902481303202,1.0,18.493045791726782,19.281723630176515,18.25686449554983,19.24944160251108,18.82026887999105,1.0561355502680374,4,29.707869140175124,4417562.0,0.5211471667810983,0.46328622846806905,4.705667583313022,3.4243029646440584,3.581123378744265,2.3283994033542785,1.374197210906587,12.604738941656338,9.44076562107895,6.466438743747644,0.10607107708914837,0.13505388990255562,135.05388990255562,5761.297520118111,34658.0,1125.8364466408502,37.86105498750992,0.9232708103172641,638.087405991201,false,0.0,2.0
m4-2,IFNg_KO_het,naive,LEFT@parenchyma,,1,parenchyma,54.82713961017119,54.82713961017119,9.963976457130924,0.18173438424795135,0.8182656157520485,1.0,18.45820371104807,19.24323008987376,18.215103051858872,19.216849126637822,18.78334649485463,1.0564436575015679,4,29.687754217777506,4441278.0,0.5261373166177647,0.46654185114520036,4.703740942997882,3.4241548510690825,3.580667751025952,2.3281825848219464,1.3736939909505816,12.579104353402707,9.426128058998477,6.463038804555567,0.1061484612421723,0.13515241846632153,135.15241846632154,5819.816503929425,36652.0,1070.1414499104535,36.9126863352725,0.9184786017933784,668.5010427427177,false,0.0,4.0
m6,IFNg_KO_hom,naive,LEFT@damaged,,1,damaged,0.08997009338409123,0.08997009338409123,0.019112265201988395,0.21242909152484973,0.7875709084751504,1.0,7.4747316567517075,7.895763228665809,7.266676545253516,7.817582938911511,7.6136885923956354,1.0865714442489123,4,23.250993182061475,2428.0,0.9362947025949151,0.9274071691345279,3.6359732657763026,3.106806491831971,3.30269989615784,1.4802603036876354,1.1703249865530896,5.655518509982217,3.7404808681822432,2.495365048306225,0.13675077098193394,0.17411648938722007,174.11648938722007,12.303479635591069,917.0,57.28480233771811,8.540332291469694,0.0,10192.275738619457,true,0.0,2.0
m6,IFNg_KO_hom,naive,LEFT@intact,,1,intact,50.29065417002319,50.29065417002319,10.808861982285705,0.21492784615095656,0.7850721538490434,1.0,16.89077744627909,17.553341067466675,16.748218186538516,17.533311814320513,17.181412128651196,1.048072151434908,4,26.592831122331347,5097318.0,0.4109571770511585,0.3638813353679304,4.9569104765010685,3.6278436135062657,3.657299916081172,2.3749058898019215,1.3663517517807986,11.69266452866654,9.231751257033856,6.23718056879953,0.11848793335566717,0.15086352232237996,150.86352232237996,5958.835679710613,37945.0,889.3791488276436,33.651043112365116,0.9158019334270522,754.5139474963903,false,0.0,2.0
m6,IFNg_KO_hom,naive,LEFT@parenchyma,,1,parenchyma,50.380624263407285,50.380624263407285,10.827974247487695,0.2149233838563673,0.7850766161436326,1.0,16.885981812881713,17.548901670091222,16.743746263671273,17.528729093672975,17.176839710079296,1.048086933099726,4,26.586007238546596,5099746.0,0.4132607826754662,0.36492284540033343,4.954578913670431,3.6267700211070877,3.656504028327354,2.3745426266621665,1.3661133418539793,11.68184909518408,9.226833820998564,6.2353186025267595,0.11852054726688238,0.15090504764384766,150.90504764384767,5971.139159346204,38862.0,869.7447883796156,33.27752181867277,0.9143786436561732,771.3679726717171,false,0.0,4.0
